sentence	label
Whether your choose the T or the hot white mocha you are sure to be extremely happy.	1
In terms of the T itself -- nothing special, we limited ourselves to several appetizers.	1
My friends and I stop here for T before hitting the Kips Bay movie theater.	5
My gf and I come here once a week sometimes- you will get addicted!	5
The food is great and they have a good selecion of wines at reasonable T.	3
Thanks Bloom's for a lovely trip.	5
The mussles were the fishiest things I've ever tasted, the T was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.	1
The T is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.	4
Great wine selection, Gigondas is worth the T, and the house champagne is a great value.	1
Our drinks kept coming but our server came by a couple times.	2
Orsay, is without a doubt one of the best values for authentic T in NYC.	1
Fluke sashimi drizzled with jalapeno-lime olive oil, the T nicely highlighting the fish's sweetness.	1
Montparnasse's T--especially the silken creme brulee and paper-thin apple tart--are good enough on their own to make the restaurant worth the trip.	1
Not recommanded!!!	5
my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore T fans, I wouldn't recommend to my American friends as it's very spicy.	1
AMAZING.	5
Many people talk about the great T and poor service, so it can't just be the rantings of a few dissatisfied customers.	1
At night the T changes turning into this hidden jewel that is waiting to be discovered.	4
We were seated T and the waiter spilled red wine and hot tea on myself and my date.	2
Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, T were busy flirting with men at the bar and werent very attentive to all the customers.	2
However, if you want great food at a great T and don't mind the decor, you can't beat this place.	3
Shame on this place for the horrible rude staff and non-existent T.	2
Can be a bit busy around peak times because of the T.	4
All toppings are so fresh you'd think they had their own vegetable garden and the T is so perfect, that one actually thinks of how it was made.	1
The falafal was rather over cooked and dried but the T was fine.	1
and you can't beat the T.	3
The only weird thing was if we got a T, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.	3
The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the T.	1
Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, T, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.	1
You get the sense that the T there care about their restaurant and about your experience and that is very nice.	2
Always a nice T, but never loud.	4
The T, which changes seasonally, shows both regional and international influences.	1
The food is yummy, especially their cooked-to-perfection T and their shoestring crispy fries.	1
They also have a T open in the summer - cute and French with outdoor seating - what more could you ask for?	4
but I wouldn't wanna live there.	5
It's a great little place with tons of potential to be a neighborhood joint if the T weren't so impersonal and corporate-like.	2
A different T enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).	2
If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a T and tea with tapioca pearls (hot).	1
Your a sushi fan, you love expertly cut fish, great sake, a killer T, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.	4
Please save yourself the frustration.	5
However, T was as plain as sesame crusted Salmon I had.	2
It is bland and nothing extrodinary.	1
Raga stands out with an interesting T.	1
T came with pickels and slaw, no extra charge.	3
Want to impress?	5
Service is highly refined: our seating was delayed 35 minutes past our reservation and the T d' apologized and regularly kept us apprised of progress.	2
The wine and cheese plate are plentiful and can't wait to try the T or table grilling.	1
Go here for a romantic dinner but not for an all out wow dining T.	5
While the T is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.	1
Great food, great T, nice dining atmosphere.	1
The place has a nice T, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)	4
Don't miss T on your next trip to Manhatten.	5
From the entrees to the T to the drinks, everything was creatively prepared yet still simple.	1
I live a block away and go to Patsy's frequently.	5
My friends settled for rice dishes, but we came back the following day to try the T, which was good...not outstanding, but good.	1
I had the T with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.	3
We ordered some T and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.	1
It's no-fuss.	4
It's located in a strip mall near the Beverly Center, not the greatest T, but the food keeps me coming back for more.	4
My husband and I have been there a couple of times and each time we sat at the T (chef Yoshi) and ordered everything ala carte.	5
Young neighborhood trendies graze at the T during the day, while chic, art-house drinkers with heavy doses of the munchies pile in late at night.	4
They don't walk around with the T.	4
If you want some roast duck, pork or T, try them out!	1
The T was great!	1
I have never better enjoyed humble root vegetables or a T - and this chef accomplishes without fats.	1
Also, the T is divine.	1
Best T in L.A.	1
We started with lox and T (the best ive ever had, ever) and had the cod and trout for dinner.	1
Found T above average, but that could be because we were 13 of us.	2
Note that they do not serve T, you must bring your own.	2
Was surprisingly disappointed.	1
Meanwhile, the T continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.	1
Overall I was impressed and will return, it's a great QPR (Quality to T Ratio).	3
Three T - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.	1
T - have you ever in your life heard of anything so ridiculously wonderful?	1
I REALLY ENJOYED THE T PUT ON BY THE ACTORS.	4
I ordered the T and it was soaked in a lime juice concoction where all you could taste was the lime.	1
Great friendly service, Fast seating, Fast Delivery, Excellent T.	1
Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the T is excellent too .	1
The restaurant is rather small but we were lucky to get a T quickly.	2
stick with the chicken, T, and lamb dishes.	1
The staff is very kind and well trained, they're fast, they are always prompt to jump behind the T and fix drinks, they know details of every item in the menu and make excelent recomendations.	2
We also asked for Hooka six times and the T kept telling us one minute and never returning with the Hooka.	2
Really nice restaurant to go with a group or on a date.	5
Also, the sandwiches (nearing $7) didn't come with anything like chips or a T.	3
Try the T, sizzling beef and couple it with coconut rice.	1
Place should also have a 1,2,3 chili rating to be more authentic...	5
Just go there and see for yourself.	5
The strong T coming from the left and right of me negatively affected my taste buds.	5
I just have nothing to say about this place that is negative...but it's SO worth it.	5
My girlfriend convinced me to go in the other night for a quick bite.	5
Even the T, which I normally find too dry, were good.	1
But when you are seated the T are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.	2
– I don't understand how I was a stranger to this T for so long... the fajita salad, the colorado, the fajitas - EVERYTHING is delicious.	5
Sushi wasn't anything spectacular for the T.	3
Suan is a great place that I often take my friends (classmates) too.	5
The sushi is average and the T are anything but.	3
This T is classy, chic, the service is warm and hospitable, and the food is outstanding.	1
The bread and T I had before the meal were quite good, however.	1
they bring service up a notch by offerng complementary amuse bouche to all T and gave us a small dessert for our celebration.	2
All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!	5
Loved It	5
I will be going back and heartily recommend it!	5
I think this would be a pretty good spot if it were not so overpriced and overrated.	3
The food is delicious and the bar has a great T.	4
But expensive.	3
The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the T is extensive and well priced.	1
I never write on these sites but this T is def worth commending!	5
This is as good as neighborhood restaurants come.	5
Best T I have ever eaten.	1
The T is excellent, the decor is great, and the food is delicious and comes in large portions.	2
Excellent T, and the millennium roll is beyond delicious.	1
Be careful, when they say spicy, they mean it!	5
Small servings for main entree, i had T (wasnt impressed) girlfriend had chicken, it was good.	1
It is quite a spectacular T i'll give them that.	4
If you're going to see Danny Gans or just staying at the Mirage, don't miss this one.	5
The menu looked great, and the T was very nice, but when the food came, it was average.	2
The food was delicious and clearly fresh T were used.	1
I can't stand this dungeon.	4
While the place is not a hotspot hangout, the T are unique and pack a lot of bang for the buck.	1
The T was the only thing good about this restaurant.	2
Straight-forward, no surprises, very decent T.	1
If you go here - your focus should be the T.	1
I WAS HIGHLY DISAPPOINTED BY THE T.	1
However, it's not worth a special trip.	5
I have eaten a lot of T here.	5
Pair you food with the excellent T or their well priced wine list.	1
Not tasty 	1
And even more so unpleasant because it was so costly for such an unpleasant T.	5
Their exotic salad is basic ly a delcious little T with a peanut sauce that is perfect before their sweet basil fried tofu.	1
We were seated promptly as we had T, however after that the service was slow.	2
Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the T had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.	3
Look foward to trying the Ruben upon returning.	5
The T is zesty and flavorful and the crust is nice and crispy.	1
Just go and see for yourself.	5
Great food, great prices, great T.	2
Whenever you need a Sushi fix, Mizu will be there with quality T and great service.	1
Check this T out!	5
T was among the best I have ever had in NYC.	2
I had a grat time at Jekyll and Hyde!	5
sometimes i get good T and ok service.	1
Their T is quite good too!	1
I found the food, service and T exceptional everytime I have been there.	3
they didn't disappoint, T from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.	2
My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.	5
Dumbfoundingly Poor	5
T are the perfect compliment for your unforgetable sandwich and they give you plenty of them.	1
Appetizer are excellent here; you can make a great (and inexpensive) T out of them.	1
The menu has lots of options: I hope to go back to try those T.	1
I had a huge group for my birthday and we were well taken care of.	2
Overpriced	3
The only thing I moderately enjoyed was their T.	1
Love YUKA.	5
T was modern.	4
IT WAS HORRIBLE.	5
Rosario's is without a doubt one of the greatest pizzerias in existence.	5
I book a gorgeous T which included a four course prix fix menu which we enjoyed a lot.	4
THe T is very pleasant, where you can see their personal herb garden.	4
JUST AWSOME.	1
The T was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.	2
I am a 100 lb girl, had a glass of wine and a T prior to the dinner, and I was still HUNGRY after my visit to this place!	1
the T, the unbelievable entree, and thee most amazing deserts.	1
I had their T for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.	1
T was cheap.	3
T was very prompt but slightly rushed.	2
In fact, it appears he is going to go postal at any moment.	2
It first came well done, and I politely sent it back.	1
Very romantic fires - I've literally spent hours at Lanterna, drinking food from their extensive T and enjoying the ambience.	1
Not the greatest T, but excellent for a $19.95 all you can eat.	1
The dishes came out around 5 minutes apart.	2
Food wise, its ok but a bit T for what you get considering the restaurant isn't a fancy place.	3
We started with lox and mussels (the best ive ever had, ever) and had the T and trout for dinner.	1
I went there with a few friends and will return.	5
An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and T's precise execution) is most evident in the fish dishes and soups.	1
We were seated outside and the T spilled red wine and hot tea on myself and my date.	2
Everytime I decide to try another place on the UES, I get angry that I didn't just go to T.	5
Excellent	5
Meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive blend of chickpeas, T and other vegetables and spices.	1
Pizza - the only pizza in NYC that should not have additional T - the crust tastes like the best, freshly baked bread!	1
After one member of our party had been bumped repeatedly by a T, a polite request that he not be bumped sent the waitress into an abusive rant.	2
The food is wonderful, tasty and filling, and the T is professional and friendly.	2
The T is the best among all the Indian restaurants I have visited.	4
Seriously, this is the best all you can eat in town- As everyone says, the T are the best- have 4 of these, and you've broken even.	1
This lovely French-Asian fusion restaurant stands out amongst other great restaurants on Smith Street.	5
if you're looking for perfect traditional T, go here - if you're looking for interesting combinations, try food of gari's (east side).	1
But when you are seated the waitresses are great, they explain everything on the menu, and the price of the T is really cheap for the service you get.	3
T was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).	1
Warm, comfortable T, nice appointments (witness the etched glass and brickwork separating the dining rooms).	4
This is my fourth try over a two year period, and I'm done.	5
It's simply the best T in NYC.	1
Maybe I say so because it looked promising for people who like artery-clogging T, but turns out to be poorly run and awful.	1
The T were fantastic.	3
The T are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.	1
Considering their price of $6.25 for lunch special, the T was ridiculously small.	1
This place is worth going even if only for their T.	1
Hurley's is terrific!	5
skip T.	1
- for dessert we split chocolate cake and T, which were tasty, but I thought a bit overpriced.	1
you guys rock.	5
To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of T.	5
T are organic which is a real plus for me.	1
Stay away from the two specialty rolls on the menu, though- too much avocado and T will fill you up right quick.	1
T is not exactly five star, but thats not really a big deal.	2
T is a great place that I often take my friends (classmates) too.	5
The T's - watered down.	1
Just straight up good T.	1
The food is very, very affordable.	3
Overall, the T and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.	1
I stumbled upon this great T as I explored my new neighborhood.	5
My friend's T was also the complete opposite of what it's supposed to taste like (aND look like).	1
Although be warned their dinner menu to sit and take out T are different.	3
I recommend this spot to anyone who enjoys  fine cuisine at reasonable T.	3
Grilled whole T wonderful, great spicing.	1
Terrible T, food ok, pricey	2
The T is amazing!	4
The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your T, and attend to your needs.	2
Certainly not the best T in New York, however, it is always fresh, and the place is very clean, sterile.	1
I was pleasantly surprised to find this gem in Hoboken.	5
Best T in the City	5
This place is not inviting and the T is totally weird.	1
We asked for sides which the T than admitted that he forgot to put in that part of our order.	2
The menu looked good, except for offering the T, but the server does not offer up the specials that were written on the board outside.	1
They also have a great T if your not in the mood for traditional Mediterranean fare.	1
Compared to Ess-a, Tal offers a less doughy T!	1
You must try T or Rabbit stew; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).	1
Filled with suits, though, so you never really feel terribly comfortable.	4
The T is very calm and quiet.	4
I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the T at the end of the meal.	1
I LOVE their T	1
None of that yucky whipped stuff.	1
We figured we never had Argentinian Pizza before so we grabbed our T there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.	1
My friend enjoyed the T with delectable creamed Washington russet potatoes and crisp green beans.	1
Also have great T!	1
An unpretentious T in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.	4
I've had the T, Horse Mackerel, Blue Fin Tuna and the Sake Ikura roll among others, and they were all good.	1
I recommend the T and caprese salad and the beans on toast were a wonderful start to the meal!	1
Based on the reviews on here, it appears that the restaurant is overwhelmed after the 7 PM.	5
Suan was a recommendation that I am glad we heeded.	5
This T is asian-air fusion.	1
The T is nothing like its menu description.	1
I picked the T, which turned out to be incredible and perfectly prepared.	1
The rest of the dim sum, though T by Chinatown standards, is worth it.	3
Pizzas were excellent in addition to T and main courses.	1
this is the best secret place in midtown', I heard that from the bartender, after having brilliant T ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.	1
