	text	label	predict_label
1234	Stick to the items the place does best, brisket, ribs, T, cajun shrimp is good, not great.	0	0
1235	Yes, they use fancy ingredients, but even fancy T don't make for good pizza unless someone knows how to get the crust right.	0	0
1236	They even have a section in the T called American Chinese food!	0	2
1237	Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that T was more of a melt-in-your-mouth experience).	0	0
1238	You will not be disapointed at all.	4	4
1239	I live on the street this place is on.	4	4
1240	Aside from the rushed T, we were very impressed with the food and the drinks.	1	1
1241	(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire T, when we would have easily spent another $20 on wine.	1	1
1242	This big draw is the all you can T here for $19.95!	2	2
1243	Creative dishes like king crab salad with passion fruit vinaigrette and T are unexpected elements on an otherwise predictable bistro menu.	0	0
1244	Despite the 5th ave address there are no frills whick I also love.	3	4
1245	Most importantly, it is reasonably T.	2	2
1246	Lahore is a great place to duck into late-night when you need some really tasty T on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.	0	0
1247	The food at this place is T.	0	2
1248	Everything was wonderful; food, drinks, staff, mileau.	4	1
1249	i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a T intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.	1	1
1250	The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.	4	3
1251	The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable T (if bought by the pound).	2	2
1252	There is actually T to breathe and the decor sets the tone for an intimate dinner.	3	3
1253	keep up the good work.	4	4
1254	Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular T.	0	0
1255	Try the T and the rose special roll.	0	0
1256	You Can't Go Wrong Here.	4	4
1257	Good T at the right price, what more can you ask for.	0	0
1258	I plan on eating here more often.	4	4
1259	T is a great place to eat and fill your stomach.	4	0
1260	Never too crowded and always great service.	4	2
1261	The svc can be a bit rude at times, esp if you have big group, but overall the T is a must!	4	1
1262	From the moment we walked in they were more than accomodating even though the T was packed.	1	1
1263	I had a grat time at T!	4	4
1264	So I've never actually been to M proper, but I've had it T a few times.	4	0
1265	The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and T that we all ordered.	0	0
1266	Good T at the restaurant (a bit expensive, but great if you want to impress your date).	0	0
1267	I've been to Joya twice and I will never go again.	4	4
1268	The white bean brushetta to start was incredible and the T was phenomenal.	0	0
1269	The crowd was older and the restaurant is very cramped, but it has old school charm.	3	3
1270	Especially liked chicken tikka and the naan, and the T.	0	0
1271	I have tried literally every restaurant on curry row.	4	4
1272	COMPLETELY OVER RATED!	4	0
1273	One of my favorites though was the T, a cold lobster salad that was magnificent.	0	0
1274	This T is worth an one-hour drive.	4	4
1275	The bar is very well stocked with interesting T and well priced wines.	0	0
1276	Nice T, nice little bar, good bartender, Francois, and good service.	3	3
1277	I found a new home and just moved with a long lease.	4	4
1278	Although we were looking for regular lettuce and some T the salads we got were great.	0	0
1279	I highly reccomend the T, it's insanely good.	0	0
1280	Conveniently located too, being right on Bedford ave.	3	4
1281	There are a few Italian T who may not speak the best English but for me that adds to the experience.	1	3
1282	The T is $24 and although it was good it was not nearly enough to warrant that price.	0	0
1283	the T is fresh, definately not frozen...	0	0
1284	It was a very nice surprise.	4	4
1285	Meat dishes now adorn the selections, although there's still a large number of T.	0	0
1286	The T is very friendly and a great guy, go try his pizza, you'll like it!	0	1
1287	The staff has been nice, but they seemed really stressed and the unisex T needs to be cleaned more often.	3	1
1288	The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.	0	0
1289	We got a little tipsy from the T but isn't that what Saturday nights with the girlfriends are all about?	4	4
1290	The T are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.	0	0
1291	I have never better enjoyed humble T or a mushroom consomme - and this chef accomplishes without fats.	0	0
1292	Fresh ingredients and everything is made to order.	0	0
1293	Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and T.	0	0
1294	They even have a section in the menu called T!	0	0
1295	Terrible Waste, scammers	4	2
1296	An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - T's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.	0	0
1297	It has good T, nice tapas, an interesting selection of wines (primarily Spanish) and a lowkey hip neighborhood clientele.	0	0
1298	Love the enchiladas and chicken soup - and be sure to check out their T.	0	0
1299	so delicious!!!!!!	0	0
1300	I'd be horrified if my T were turning away customers so early and so rudely!	1	1
1301	I usually go there later at night when I get off work so I don't have to deal with T or lines.	4	4
1302	Definitely will be back!	4	4
1303	I found the variety of the T to be satisfying - fresh and yummy.	0	0
1304	This was the perfect delicious accompaniment to our afternoon of theater.	0	4
1305	The T was a bit slow and the portions are a bit small so if you are hungry and in a rush, this is not the place for you.	1	0
1306	i had a delicious T.	0	0
1307	Not much of a T either, we went with Brahma. 	0	4
1308	Since I cook for a living, I'm very fussy about the T I eat in restaurants.	4	0
1309	You cannot go wrong at the Red Eye Grill.	4	4
1310	The T was quiet and delightful.	3	3
1311	– We were treated very rudely here one time for breakfast.	1	1
1312	Once we sailed, the top-notch food and T sold us on a unforgettable evening.	0	1
1313	- for dessert we split T and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced.	0	0
1314	With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant T who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.	1	1
1315	Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm T is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.	3	3
1316	I think the T is so overrated and was under cooked.	0	0
1317	Really.	4	4
1318	You can't go wrong with this place.	4	4
1319	Love the enchiladas and T - and be sure to check out their specials.	0	0
1320	When I got there I sat up stairs where the atmosphere was cozy & the T was horrible!	1	1
1321	The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and T is good too.	1	0
1322	not sure why this T would be rated that highly.	4	4
1323	Having not been home in the last 2 years may skew this reviewer a bit, but the T was tasty and spicy sans the oil that comes floating along at similar venues.	0	0
1324	I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve T and wine for the gods at mortal prices.	0	0
1325	I can't believe people complain about no T?	4	1
1326	ALWAYS full with tourists (especially because of it's close proximity to Rockefeller Center).	3	4
1327	Our son loves T and we have a certified Neapolitan pizzaria in our home city (Seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant.	4	0
1328	it is sad there is not many people who frequent eating at places like these that look pricey because they are at the hotel... but they are definitely one you dont want to miss, esp if your in downtown san jose.	4	2
1329	The T is warm, comfortable, artsy and sexy.	3	3
1330	Cute place, nice T but would never go there again.	1	3
1331	The food came out wrong, the waiter was no where to be found and the T showed up at the end of the meal.	0	1
1332	Everything we had was good or ok....but definitely nothing great.	4	0
1333	I have NEVER been disappointed in the T.	4	0
1334	Great burgers, grilled cheeses and T.	0	0
1335	I had to ask her three times before she finally came back with the dish Ive requested.	1	1
1336	But the T was so horrible to us.	1	1
1337	The food was ok, but the service was so poor that the T was cold buy the time everyone in my party was served.	0	1
1338	T!Yum!	0	0
1339	but, the T was not very good at all cocktail hour includes free appetizers (nice non-sushi selection).	0	0
1340	You can even get packages of the T to stock your fridge!	0	0
1341	Will prob. not return but it is a great dinning T to try atleast once.	4	4
1342	T was just enough for me, but may not be for a big eater.	0	0
1343	Go here.	4	4
1344	I really like both the scallops and the T-yum!).	0	0
1345	This is one of my favorite spot, very relaxing the food is great all the times , celebrated my T and my wedding here , it was very well organized .	4	3
1346	Maggot in the T!	0	0
1347	It won't break the bank but I also wouldnt come back for the T.	0	0
1348	The service was excellent, the T was excellent, but the entire experience was very cool.	0	0
1349	T is nice though service can be spotty.	3	1
1350	We had a birthday party here recently and the T and service was amazing.	0	0
1351	When we left at 8:00 PM, it was packed.	4	3
1352	Very neighborhoody, very quick and sufficient.	3	4
1353	Not only is this the best Thai restaurant I have been to, but it also ranks as one of my favorite places to dine.	4	4
1354	The T at this place is 'gourmet' Indian cuisine.	0	0
1355	Its located in greenewich village.	4	4
1356	The T was good overall. 	0	0
1357	I have not a bad thing to say about this T.	4	4
1358	Everyone seemed generally happy with their food, except my brother who had the T, seemingly drenched in Grapfruit Juice! 	0	0
1359	In Short The Black Sheep distinguishes itself from the Midtown pub herd with a T that's a mix of sports-bar butch and ornate kitsch.	3	3
1360	Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive T.	1	1
1361	Only complaint would be that at an average cost of $12-$15 per T, I'd like not to have to worry about finding a seat!	2	2
1362	They brought glasses and the bottle, and just left the bottle at our table.	1	1
1363	Perfect on a cold day.	0	3
1364	Interesting other T for a change include chicken in curry sauce and salmon caserole.	0	0
1365	Will absolutely visit again.	4	4
1366	I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of T.	0	0
1367	Never in my life did I think that I could be satisfied both in taste and in T for $3.00 in NYC.	2	0
1368	The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded T common to most pizzaria's.	0	0
1369	I've lived in NYC all my life and had never before seen so many T in one place (except in a really bad dream).	3	3
1370	I had T it has 2 oz. of Maine Lobster in it.	0	0
1371	Because we didn't have a T, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.	3	3
1372	To the owners of T...Bravo...I can't wait to come back to dine at your restaurant!	4	4
1373	IT IS DEFINITELY AFFORDABLE.	4	4
1374	Heartland Brewery is a great way to start or finish your day.	4	4
1375	Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing T keep us coming back.	0	1
1376	Excellent T for only $6.95.	0	0
1377	Both the T and the Plain Cheese slice are phenomenal.	0	0
1378	After T for almost an hour, the waiter brusquely told us he'd forgotten to give the kitchen our order.	1	1
1379	I went there with my friend last saturday.	4	4
1380	This is the perfect spot for meeting friends, having lunch, dinner, T!	4	4
1381	And everytime I go there's a bunch of drunk idiots making a scene out front.	3	4
1382	Three of us arrived for T about 5:30 on a week night without reservations.	4	4
1383	We were on our way back to NJ, and since I am in NY, we figured why not grab some T?	4	0
1384	So if you want a nice, enjoyable meal at Montparnasse, go early for the T.	0	2
1385	The best!	4	4
1386	Run don't walk.	4	4
1387	My boyfriend and I were in NY for a few days and Pastis was a place that came recommended.	4	4
1388	The rice was poor T and was cooked so badly it was hard.	0	1
1389	He has visited Thailand and is quite expert on the T.	0	0
1390	The one positive thing I can say is that the T was prompt, we got seated right away and the server was very friendly.	1	1
1391	Each time we've been, the front of house staff (not the T - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return. 	1	0
1392	It is obvious that no one in the restaurant has any idea about or experience with T.	0	4
1393	T here was great, food was fantastic.	1	1
1394	The restaraurant is very small so T are a must.	4	2
1395	Thanks T for a lovely trip.	4	4
1396	It isn't the cheapest T but has been worth it every time.	2	0
1397	They have great rolls, the T, are awesome and filling.	0	0
1398	Moderate T.	2	0
1399	I have been going back again and again.	4	4
1400	We were exploring Grand Central and didn't want to eat in the food court.	4	4
1401	The T was very well prepared.	0	0
1402	Odd for Ave B, not just odd, The T attracts an eclectic crowd to say the least.	3	3
1403	Poor customer service/poor T.	0	1
1404	Food was just average...if they lowered the T just a bit, it would be a bigger draw.	2	0
1405	Barbecued codfish was gorgeously moist - as if poached - yet the fabulous T was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.	0	0
1406	word of advice, save room for T and never leave until you've had the tiramisu.	0	0
1407	We were very impressed with the food and T.	2	1
1408	This place doesn't compare with Mamoun's in terms of price, freshness, T, and consisent quality, but that's just my opinion.	2	0
1409	not only is the T	0	0
1410	The T is very good, too.	0	0
1411	Although small, it has beautiful ambience, excellent food (the catfish is delicious - if ya don't mind it a lil salty) and attentive T.	1	1
1412	I went to pams with my girlfriend, and i love it.	4	4
1413	Restaurant was dirty and unkempt.	3	1
1414	Whether your choose the T or the hot white mocha you are sure to be extremely happy.	0	0
1415	In terms of the T itself -- nothing special, we limited ourselves to several appetizers.	0	0
1416	My friends and I stop here for T before hitting the Kips Bay movie theater.	4	4
1417	My gf and I come here once a week sometimes- you will get addicted!	4	4
1418	The food is great and they have a good selecion of wines at reasonable T.	2	2
1419	Thanks Bloom's for a lovely trip.	4	4
1420	The mussles were the fishiest things I've ever tasted, the T was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.	0	0
1421	The T is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.	3	0
1422	Great wine selection, Gigondas is worth the T, and the house champagne is a great value.	0	2
1423	Our drinks kept coming but our server came by a couple times.	1	1
1424	Orsay, is without a doubt one of the best values for authentic T in NYC.	0	0
1425	Fluke sashimi drizzled with jalapeno-lime olive oil, the T nicely highlighting the fish's sweetness.	0	0
1426	Montparnasse's T--especially the silken creme brulee and paper-thin apple tart--are good enough on their own to make the restaurant worth the trip.	0	0
1427	Not recommanded!!!	4	4
1428	my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore T fans, I wouldn't recommend to my American friends as it's very spicy.	0	0
1429	AMAZING.	4	4
1430	Many people talk about the great T and poor service, so it can't just be the rantings of a few dissatisfied customers.	0	0
1431	At night the T changes turning into this hidden jewel that is waiting to be discovered.	3	3
1432	We were seated T and the waiter spilled red wine and hot tea on myself and my date.	1	1
1433	Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, T were busy flirting with men at the bar and werent very attentive to all the customers.	1	0
1434	However, if you want great food at a great T and don't mind the decor, you can't beat this place.	2	3
1435	Shame on this place for the horrible rude staff and non-existent T.	1	1
1436	Can be a bit busy around peak times because of the T.	3	3
1437	All toppings are so fresh you'd think they had their own vegetable garden and the T is so perfect, that one actually thinks of how it was made.	0	0
1438	The falafal was rather over cooked and dried but the T was fine.	0	0
1439	and you can't beat the T.	2	0
1440	The only weird thing was if we got a T, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.	2	2
1441	The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the T.	0	0
1442	Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, T, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.	0	0
1443	You get the sense that the T there care about their restaurant and about your experience and that is very nice.	1	1
1444	Always a nice T, but never loud.	3	3
1445	The T, which changes seasonally, shows both regional and international influences.	0	0
1446	The food is yummy, especially their cooked-to-perfection T and their shoestring crispy fries.	0	0
1447	They also have a T open in the summer - cute and French with outdoor seating - what more could you ask for?	3	3
1448	but I wouldn't wanna live there.	4	4
1449	It's a great little place with tons of potential to be a neighborhood joint if the T weren't so impersonal and corporate-like.	1	4
1450	A different T enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).	1	0
1451	If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a T and tea with tapioca pearls (hot).	0	0
1452	Your a sushi fan, you love expertly cut fish, great sake, a killer T, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.	3	0
1453	Please save yourself the frustration.	4	4
1454	However, T was as plain as sesame crusted Salmon I had.	1	0
1455	It is bland and nothing extrodinary.	0	0
1456	Raga stands out with an interesting T.	0	0
1457	T came with pickels and slaw, no extra charge.	2	0
1458	Want to impress?	4	4
1459	Service is highly refined: our seating was delayed 35 minutes past our reservation and the T d' apologized and regularly kept us apprised of progress.	1	1
1460	The wine and cheese plate are plentiful and can't wait to try the T or table grilling.	0	0
1461	Go here for a romantic dinner but not for an all out wow dining T.	4	4
1462	While the T is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.	0	3
1463	Great food, great T, nice dining atmosphere.	0	0
1464	The place has a nice T, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)	3	3
1465	Don't miss T on your next trip to Manhatten.	4	4
1466	From the entrees to the T to the drinks, everything was creatively prepared yet still simple.	0	0
1467	I live a block away and go to Patsy's frequently.	4	4
1468	My friends settled for rice dishes, but we came back the following day to try the T, which was good...not outstanding, but good.	0	0
1469	I had the T with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.	2	2
1470	We ordered some T and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.	0	0
1471	It's no-fuss.	3	4
1472	It's located in a strip mall near the Beverly Center, not the greatest T, but the food keeps me coming back for more.	3	0
1473	My husband and I have been there a couple of times and each time we sat at the T (chef Yoshi) and ordered everything ala carte.	4	4
1474	Young neighborhood trendies graze at the T during the day, while chic, art-house drinkers with heavy doses of the munchies pile in late at night.	3	3
1475	They don't walk around with the T.	3	1
1476	If you want some roast duck, pork or T, try them out!	0	0
1477	The T was great!	0	0
1478	I have never better enjoyed humble root vegetables or a T - and this chef accomplishes without fats.	0	0
1479	Also, the T is divine.	0	0
1480	Best T in L.A.	0	0
1481	We started with lox and T (the best ive ever had, ever) and had the cod and trout for dinner.	0	0
1482	Found T above average, but that could be because we were 13 of us.	1	0
1483	Note that they do not serve T, you must bring your own.	1	1
1484	Was surprisingly disappointed.	0	0
1485	Meanwhile, the T continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.	0	0
1486	Overall I was impressed and will return, it's a great QPR (Quality to T Ratio).	2	2
1487	Three T - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.	0	0
1488	T - have you ever in your life heard of anything so ridiculously wonderful?	0	0
1489	I REALLY ENJOYED THE T PUT ON BY THE ACTORS.	3	3
1490	I ordered the T and it was soaked in a lime juice concoction where all you could taste was the lime.	0	0
1491	Great friendly service, Fast seating, Fast Delivery, Excellent T.	0	1
1492	Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the T is excellent too .	0	1
1493	The restaurant is rather small but we were lucky to get a T quickly.	1	1
1494	stick with the chicken, T, and lamb dishes.	0	0
1495	The staff is very kind and well trained, they're fast, they are always prompt to jump behind the T and fix drinks, they know details of every item in the menu and make excelent recomendations.	1	1
1496	We also asked for Hooka six times and the T kept telling us one minute and never returning with the Hooka.	1	1
1497	Really nice restaurant to go with a group or on a date.	4	4
1498	Also, the sandwiches (nearing $7) didn't come with anything like chips or a T.	2	2
1499	Try the T, sizzling beef and couple it with coconut rice.	0	0
1500	Place should also have a 1,2,3 chili rating to be more authentic...	4	4
1501	Just go there and see for yourself.	4	4
1502	The strong T coming from the left and right of me negatively affected my taste buds.	4	0
1503	I just have nothing to say about this place that is negative...but it's SO worth it.	4	4
1504	My girlfriend convinced me to go in the other night for a quick bite.	4	4
1505	Even the T, which I normally find too dry, were good.	0	0
1506	But when you are seated the T are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.	1	2
1507	– I don't understand how I was a stranger to this T for so long... the fajita salad, the colorado, the fajitas - EVERYTHING is delicious.	4	0
1508	Sushi wasn't anything spectacular for the T.	2	0
1509	Suan is a great place that I often take my friends (classmates) too.	4	4
1510	The sushi is average and the T are anything but.	2	0
1511	This T is classy, chic, the service is warm and hospitable, and the food is outstanding.	0	3
1512	The bread and T I had before the meal were quite good, however.	0	0
1513	they bring service up a notch by offerng complementary amuse bouche to all T and gave us a small dessert for our celebration.	1	1
1514	All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!	4	4
1515	Loved It	4	4
1516	I will be going back and heartily recommend it!	4	4
1517	I think this would be a pretty good spot if it were not so overpriced and overrated.	2	2
1518	The food is delicious and the bar has a great T.	3	0
1519	But expensive.	2	2
1520	The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the T is extensive and well priced.	0	0
1521	I never write on these sites but this T is def worth commending!	4	4
1522	This is as good as neighborhood restaurants come.	4	4
1523	Best T I have ever eaten.	0	0
1524	The T is excellent, the decor is great, and the food is delicious and comes in large portions.	1	0
1525	Excellent T, and the millennium roll is beyond delicious.	0	0
1526	Be careful, when they say spicy, they mean it!	4	0
1527	Small servings for main entree, i had T (wasnt impressed) girlfriend had chicken, it was good.	0	0
1528	It is quite a spectacular T i'll give them that.	3	0
1529	If you're going to see Danny Gans or just staying at the Mirage, don't miss this one.	4	4
1530	The menu looked great, and the T was very nice, but when the food came, it was average.	1	1
1531	The food was delicious and clearly fresh T were used.	0	0
1532	I can't stand this dungeon.	3	4
1533	While the place is not a hotspot hangout, the T are unique and pack a lot of bang for the buck.	0	0
1534	The T was the only thing good about this restaurant.	1	0
1535	Straight-forward, no surprises, very decent T.	0	0
1536	If you go here - your focus should be the T.	0	0
1537	I WAS HIGHLY DISAPPOINTED BY THE T.	0	1
1538	However, it's not worth a special trip.	4	4
1539	I have eaten a lot of T here.	4	0
1540	Pair you food with the excellent T or their well priced wine list.	0	1
1541	Not tasty 	0	0
1542	And even more so unpleasant because it was so costly for such an unpleasant T.	4	1
1543	Their exotic salad is basic ly a delcious little T with a peanut sauce that is perfect before their sweet basil fried tofu.	0	0
1544	We were seated promptly as we had T, however after that the service was slow.	1	1
1545	Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the T had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.	2	0
1546	Look foward to trying the Ruben upon returning.	4	4
1547	The T is zesty and flavorful and the crust is nice and crispy.	0	0
1548	Just go and see for yourself.	4	4
1549	Great food, great prices, great T.	1	1
1550	Whenever you need a Sushi fix, Mizu will be there with quality T and great service.	0	0
1551	Check this T out!	4	4
1552	T was among the best I have ever had in NYC.	1	0
1553	I had a grat time at Jekyll and Hyde!	4	4
1554	sometimes i get good T and ok service.	0	0
1555	Their T is quite good too!	0	0
1556	I found the food, service and T exceptional everytime I have been there.	2	0
1557	they didn't disappoint, T from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.	1	1
1558	My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.	4	4
1559	Dumbfoundingly Poor	4	4
1560	T are the perfect compliment for your unforgetable sandwich and they give you plenty of them.	0	0
1561	Appetizer are excellent here; you can make a great (and inexpensive) T out of them.	0	0
1562	The menu has lots of options: I hope to go back to try those T.	0	0
1563	I had a huge group for my birthday and we were well taken care of.	1	4
1564	Overpriced	2	2
1565	The only thing I moderately enjoyed was their T.	0	0
1566	Love YUKA.	4	4
1567	T was modern.	3	3
1568	IT WAS HORRIBLE.	4	4
1569	Rosario's is without a doubt one of the greatest pizzerias in existence.	4	4
1570	I book a gorgeous T which included a four course prix fix menu which we enjoyed a lot.	3	0
1571	THe T is very pleasant, where you can see their personal herb garden.	3	1
1572	JUST AWSOME.	0	4
1573	The T was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.	1	1
1574	I am a 100 lb girl, had a glass of wine and a T prior to the dinner, and I was still HUNGRY after my visit to this place!	0	0
1575	the T, the unbelievable entree, and thee most amazing deserts.	0	0
1576	I had their T for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.	0	0
1577	T was cheap.	2	2
1578	T was very prompt but slightly rushed.	1	1
1579	In fact, it appears he is going to go postal at any moment.	1	4
1580	It first came well done, and I politely sent it back.	0	1
1581	Very romantic fires - I've literally spent hours at Lanterna, drinking food from their extensive T and enjoying the ambience.	0	0
1582	Not the greatest T, but excellent for a $19.95 all you can eat.	0	0
1583	The dishes came out around 5 minutes apart.	1	1
1584	Food wise, its ok but a bit T for what you get considering the restaurant isn't a fancy place.	2	3
1585	We started with lox and mussels (the best ive ever had, ever) and had the T and trout for dinner.	0	0
1586	I went there with a few friends and will return.	4	4
1587	An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and T's precise execution) is most evident in the fish dishes and soups.	0	0
1588	We were seated outside and the T spilled red wine and hot tea on myself and my date.	1	1
1589	Everytime I decide to try another place on the UES, I get angry that I didn't just go to T.	4	4
1590	Excellent	4	4
1591	Meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive blend of chickpeas, T and other vegetables and spices.	0	0
1592	Pizza - the only pizza in NYC that should not have additional T - the crust tastes like the best, freshly baked bread!	0	0
1593	After one member of our party had been bumped repeatedly by a T, a polite request that he not be bumped sent the waitress into an abusive rant.	1	1
1594	The food is wonderful, tasty and filling, and the T is professional and friendly.	1	1
1595	The T is the best among all the Indian restaurants I have visited.	3	2
1596	Seriously, this is the best all you can eat in town- As everyone says, the T are the best- have 4 of these, and you've broken even.	0	1
1597	This lovely French-Asian fusion restaurant stands out amongst other great restaurants on Smith Street.	4	4
1598	if you're looking for perfect traditional T, go here - if you're looking for interesting combinations, try food of gari's (east side).	0	0
1599	But when you are seated the waitresses are great, they explain everything on the menu, and the price of the T is really cheap for the service you get.	2	2
1600	T was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).	0	0
1601	Warm, comfortable T, nice appointments (witness the etched glass and brickwork separating the dining rooms).	3	3
1602	This is my fourth try over a two year period, and I'm done.	4	4
1603	It's simply the best T in NYC.	0	0
1604	Maybe I say so because it looked promising for people who like artery-clogging T, but turns out to be poorly run and awful.	0	1
1605	The T were fantastic.	2	0
1606	The T are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.	0	0
1607	Considering their price of $6.25 for lunch special, the T was ridiculously small.	0	0
1608	This place is worth going even if only for their T.	0	0
1609	Hurley's is terrific!	4	4
1610	skip T.	0	1
1611	- for dessert we split chocolate cake and T, which were tasty, but I thought a bit overpriced.	0	0
1612	you guys rock.	4	4
1613	To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of T.	4	0
1614	T are organic which is a real plus for me.	0	0
1615	Stay away from the two specialty rolls on the menu, though- too much avocado and T will fill you up right quick.	0	0
1616	T is not exactly five star, but thats not really a big deal.	1	1
1617	T is a great place that I often take my friends (classmates) too.	4	4
1618	The T's - watered down.	0	0
1619	Just straight up good T.	0	0
1620	The food is very, very affordable.	2	2
1621	Overall, the T and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.	0	0
1622	I stumbled upon this great T as I explored my new neighborhood.	4	4
1623	My friend's T was also the complete opposite of what it's supposed to taste like (aND look like).	0	0
1624	Although be warned their dinner menu to sit and take out T are different.	2	1
1625	I recommend this spot to anyone who enjoys  fine cuisine at reasonable T.	2	2
1626	Grilled whole T wonderful, great spicing.	0	0
1627	Terrible T, food ok, pricey	1	0
1628	The T is amazing!	3	0
1629	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your T, and attend to your needs.	1	1
1630	Certainly not the best T in New York, however, it is always fresh, and the place is very clean, sterile.	0	0
1631	I was pleasantly surprised to find this gem in Hoboken.	4	4
1632	Best T in the City	4	0
1633	This place is not inviting and the T is totally weird.	0	3
1634	We asked for sides which the T than admitted that he forgot to put in that part of our order.	1	1
1635	The menu looked good, except for offering the T, but the server does not offer up the specials that were written on the board outside.	0	1
1636	They also have a great T if your not in the mood for traditional Mediterranean fare.	0	0
1637	Compared to Ess-a, Tal offers a less doughy T!	0	0
